wdidx, widx
2657, 6572
2657, 5063
2657, 5250
2657, 338
2657, 782
2657, 6720
2657, 6594
2657, 6689
2657, 781
2657, 4127
2657, 4126
2658, 4297
2658, 4297
2658, 1539
2658, 1539
2658, 1539
2658, 5772
2658, 6161
2658, 445
2658, 4297
2658, 3144
2659, 5005
2659, 4046
2659, 3671
2659, 5897
2659, 5005
2659, 1934
2659, 2013
2659, 5350
2659, 2013
2660, 1256
2660, 1071
2660, 5873
2660, 6533
2660, 2689
2660, 5020
2660, 5498
2660, 950
2660, 5498
2660, 6738
2660, 6730
2661, 5483
2661, 93
2661, 112
2661, 5846
2661, 3644
2661, 93
2661, 2748
2662, 2186
2662, 6238
2662, 6536
2662, 4179
2662, 4179
2662, 6169
2662, 812
2662, 304
2663, 4187
2663, 2349
2663, 1727
2663, 2349
2663, 5909
2663, 1986
2663, 1727
2663, 2349
2663, 828
2664, 3861
2664, 4951
2664, 3227
2664, 3326
2664, 3861
2664, 3861
2664, 2411
2664, 3861
2664, 4297
2664, 6075
2665, 3331
2665, 6313
2665, 3921
2665, 1124
2665, 2664
2665, 6544
2665, 5225
2665, 3331
2665, 116
2666, 2104
2666, 1169
2666, 2103
2666, 3081
2667, 4668
2667, 130
2667, 6425
2667, 1828
2667, 6015
2668, 1982
2668, 5350
2668, 4491
2668, 2676
2668, 3711
2668, 2726
2668, 4491
2668, 1426
2668, 2726
2668, 2286
2668, 3145
2668, 4491
2668, 4395
2669, 2840
2669, 6594
2669, 3041
2669, 2939
2669, 110
2669, 998
2670, 3263
2670, 2188
2670, 3244
2670, 2844
2670, 2696
2670, 223
2670, 1010
2670, 6594
2671, 2774
2671, 6688
2671, 946
2671, 3080
2671, 3084
2671, 1633
2671, 2776
2671, 3626
2671, 2094
2671, 5354
2671, 5080
2672, 2623
2672, 5046
2672, 2623
2672, 3876
2672, 1062
2672, 4521
2672, 79
2672, 4661
2672, 6232
2672, 2932
2672, 4522
2672, 4522
2672, 1997
2673, 1582
2673, 6474
2673, 3861
2673, 682
2674, 4400
2674, 2214
2674, 5865
2674, 4090
2674, 1982
2674, 6435
2674, 2219
2674, 156
2675, 119
2675, 4297
2675, 5551
2675, 4297
2675, 2090
2675, 1003
2675, 559
2675, 5721
2676, 5388
2676, 5388
2676, 6189
2676, 1318
2676, 4157
2676, 924
2676, 5388
2676, 5343
2677, 4487
2677, 4805
2677, 3133
2677, 3931
2677, 4114
2677, 5498
2677, 3931
2677, 5747
2677, 5498
2678, 6594
2678, 4819
2678, 3877
2678, 5930
2678, 2181
2678, 5697
2678, 3876
2678, 3876
2678, 4136
2678, 3753
2679, 4053
2679, 5055
2679, 88
2679, 2279
2679, 348
2679, 349
2679, 4416
2679, 3118
2679, 2581
2680, 5715
2680, 3876
2680, 3876
2680, 5715
2680, 6558
2680, 2914
2680, 1813
2680, 3328
2680, 2909
2680, 6565
2681, 4161
2681, 1626
2681, 1093
2681, 1293
2681, 3771
2681, 3771
2681, 5721
2681, 3771
2681, 4383
2681, 3771
2681, 5043
2682, 1629
2682, 1939
2682, 1672
2682, 6500
2682, 2404
2682, 3783
2682, 2695
2682, 2404
2683, 6506
2683, 2609
2683, 727
2683, 2609
2683, 1622
2683, 2961
2683, 440
2683, 6300
2684, 3812
2684, 1712
2684, 3710
2684, 1657
2684, 5512
2684, 5172
2685, 1204
2685, 5628
2685, 5628
2685, 4424
2685, 4883
2686, 1058
2686, 4717
2686, 190
2686, 2164
2686, 4242
2686, 1609
2686, 462
2686, 5722
2687, 4893
2687, 2512
2687, 6420
2687, 1582
2687, 94
2687, 6541
2687, 5182
2687, 5375
2688, 5516
2688, 2196
2688, 2349
2688, 2349
2688, 729
2688, 5665
2688, 5821
2688, 1982
2688, 1876
2689, 2454
2689, 6366
2689, 6719
2689, 5536
2689, 4343
2689, 2961
2689, 1956
2689, 5536
2689, 5462
2689, 3145
2689, 3893
2689, 2246
2689, 5830
2689, 4342
2689, 2218
2689, 5536
2689, 2581
2690, 6113
2690, 4668
2690, 5779
2690, 5779
2690, 2512
2690, 4491
2690, 1164
2691, 648
2691, 1143
2691, 4497
2691, 5703
2691, 4534
2691, 3461
2691, 3146
2691, 4496
2691, 1605
2691, 3910
2691, 1919
2692, 456
2692, 456
2692, 5478
2692, 5162
2692, 3287
2692, 5047
2692, 456
2692, 456
2692, 2013
2693, 6720
2693, 714
2693, 1129
2693, 2247
2693, 714
2694, 3509
2694, 6049
2694, 1534
2694, 4635
2695, 5380
2695, 5898
2695, 2233
2695, 976
2695, 1082
2695, 5380
2695, 6575
2695, 3631
2695, 2290
2695, 976
2696, 4997
2696, 1982
2696, 2707
2696, 2252
2696, 1992
2696, 1048
2696, 1982
2696, 4301
2696, 2253
2697, 3403
2697, 3015
2697, 2791
2697, 464
2697, 5604
2697, 6728
2697, 139
2698, 3801
2698, 1136
2698, 6594
2698, 6594
2698, 4297
2699, 3353
2699, 2311
2699, 251
2699, 6721
2699, 319
2699, 6205
2699, 4963
2699, 5028
2699, 1705
2699, 6421
2699, 5029
2700, 1426
2700, 5652
2700, 2134
2700, 4132
2700, 1426
2700, 218
2700, 2134
2700, 6630
2700, 6510
2700, 6272
2700, 5652
2700, 1842
2700, 16
2700, 6594
2701, 5223
2701, 1718
2701, 2614
2701, 5921
2701, 2614
2701, 116
2701, 6594
2701, 4355
2701, 1286
2702, 3851
2702, 3931
2702, 6594
2702, 3466
2702, 1828
2702, 2959
2702, 2436
2702, 3880
2702, 2436
2702, 6572
2702, 1196
2703, 6404
2703, 3309
2703, 3309
2703, 2939
2703, 1718
2703, 1718
2703, 1495
2704, 2286
2704, 3851
2704, 3851
2704, 2286
2704, 3851
2704, 2286
2704, 2286
2705, 351
2705, 2286
2705, 6159
2705, 6362
2705, 4290
2705, 1986
2705, 6504
2706, 5115
2706, 5068
2706, 582
2706, 3287
2706, 582
2706, 1675
2707, 722
2707, 1975
2707, 6728
2707, 2761
2707, 3134
2707, 5464
2707, 6728
2707, 4701
2707, 5492
2708, 6536
2708, 5510
2708, 5462
2708, 3402
2708, 4085
2708, 3561
2709, 4212
2709, 6078
2709, 6617
2709, 1789
2709, 2805
2709, 1422
2709, 2567
2709, 6455
2709, 5342
2709, 5715
2709, 3488
2709, 3149
2709, 1186
2710, 6522
2710, 57
2710, 6049
2710, 1682
2710, 1051
2710, 6353
2710, 1682
2710, 5566
2710, 6118
2710, 6049
2710, 6730
2711, 3577
2711, 76
2711, 5471
2711, 3573
2711, 3861
2711, 3331
2711, 6482
2712, 4997
2712, 6466
2712, 4082
2712, 6728
2712, 5925
2712, 829
2712, 2297
2712, 3605
2712, 1986
2712, 6255
2713, 3385
2713, 4334
2713, 3809
2713, 5250
2713, 2361
2713, 5250
2713, 4744
2713, 4334
2713, 3385
2713, 3698
2713, 1269
2713, 5250
2713, 116
2713, 5150
2713, 2196
2714, 5049
2714, 5953
2714, 2233
2714, 2536
2714, 5546
2714, 2404
2714, 6474
2714, 5250
2714, 6247
2714, 2361
2714, 2404
2715, 5051
2715, 4348
2715, 3973
2715, 3142
2715, 3473
2716, 703
2716, 5822
2716, 4838
2716, 6373
2716, 404
2716, 6516
2716, 404
2716, 3449
2716, 2290
2716, 2134
2717, 1048
2717, 2320
2717, 541
2717, 6633
2717, 4547
2717, 1048
2717, 1048
2717, 6404
2717, 1048
2717, 37
2718, 4324
2718, 4324
2718, 3224
2718, 5388
2719, 6720
2719, 4023
2719, 2404
2719, 1997
2719, 5506
2719, 3260
2720, 5566
2720, 1621
2720, 1264
2720, 3041
2720, 1388
2720, 2939
2720, 3025
2721, 1606
2721, 1604
2721, 5114
2721, 2035
2721, 641
2721, 4997
2721, 5225
2722, 4299
2722, 4503
2722, 5242
2722, 5587
2722, 5242
2722, 5889
2722, 2907
2722, 1586
2722, 3245
2722, 726
2722, 5368
2723, 3018
2723, 2558
2723, 3473
2723, 3671
2723, 3364
2723, 5555
2723, 5715
2724, 1463
2724, 1463
2724, 3456
2724, 5989
2724, 5474
2724, 5464
2724, 5473
2725, 4966
2725, 4426
2725, 139
2725, 4220
2725, 2961
2725, 6690
2726, 6568
2726, 5909
2726, 6568
2726, 4395
2726, 5536
2726, 2751
2726, 5536
2726, 2101
2726, 5536
2726, 563
2726, 6572
2727, 3829
2727, 3829
2727, 4354
2727, 1991
2727, 612
2727, 173
2727, 3934
2727, 5462
2727, 4978
2727, 1980
2728, 4677
2728, 1426
2728, 4281
2728, 5347
2728, 2066
2728, 5607
2728, 6389
2728, 306
2728, 1607
2728, 6171
2729, 1255
2729, 5784
2729, 492
2729, 5707
2729, 3813
2729, 3851
2729, 2289
2729, 5457
2730, 3351
2730, 6515
2730, 1431
2730, 6532
2730, 1428
2730, 4623
2731, 5951
2731, 5615
2731, 5584
2731, 5386
2731, 2137
2731, 653
2731, 986
2731, 814
2731, 5047
2732, 4261
2732, 22
2732, 5055
2732, 6398
2732, 98
2732, 2035
2732, 1852
2732, 94
2732, 2214
2732, 998
2733, 1494
2733, 3671
2733, 1037
2733, 5121
2733, 544
2733, 3340
2734, 1381
2734, 5959
2734, 199
2734, 4030
2734, 699
2734, 5492
2735, 2286
2735, 2290
2735, 3340
2735, 831
2735, 6594
2735, 2116
2735, 2815
2735, 6049
2735, 1986
2736, 5913
2736, 1677
2736, 3671
2736, 3383
2736, 5502
2736, 3671
2736, 3489
2736, 3268
2737, 3861
2737, 1305
2737, 3904
2737, 3876
2737, 3482
2737, 3341
2737, 3224
2737, 3482
2737, 6632
2738, 3877
2738, 6076
2738, 3861
2738, 2279
2738, 4054
2738, 669
2738, 3861
2739, 6753
2739, 659
2739, 3861
2739, 6078
2740, 485
2740, 3003
2740, 6728
2740, 6721
2740, 1186
2740, 4071
2740, 6609
2740, 4503
2740, 6728
2740, 5179
2740, 5226
2740, 3288
2741, 1401
2741, 5494
2741, 5494
2741, 754
2741, 4610
2741, 5715
2741, 5698
2741, 3051
2741, 5494
2742, 836
2742, 1429
2742, 4610
2742, 956
2742, 732
2742, 732
2743, 3825
2743, 5597
2743, 811
2743, 1607
2744, 884
2744, 942
2744, 6681
2744, 4181
2744, 4181
2745, 1986
2745, 638
2745, 890
2745, 6594
2745, 6594
2745, 1986
2745, 5846
2745, 1335
2745, 6536
2745, 1131
2745, 6536
2745, 1986
2745, 5665
2746, 3511
2746, 2551
2746, 3814
2746, 3511
2746, 5015
2746, 3509
2746, 3511
2746, 3858
2746, 1493
2747, 4189
2747, 3363
2747, 1464
2747, 1616
2747, 4189
2747, 3145
2747, 5843
2748, 6168
2748, 3464
2748, 3705
2748, 5040
2748, 5585
2748, 5498
2748, 1220
2748, 5540
2748, 5475
2749, 5628
2749, 5768
2749, 2281
2749, 6146
2749, 5640
2749, 5374
2749, 2201
2750, 6560
2750, 5715
2750, 2918
2750, 4171
2750, 3851
2750, 5846
2750, 1222
2751, 5989
2751, 6721
2751, 1488
2751, 3630
2751, 6721
2751, 5464
2751, 2233
2751, 2984
2751, 3030
2752, 909
2752, 4905
2752, 909
2752, 3431
2752, 2107
2752, 3246
2752, 140
2752, 4809
2752, 4809
2753, 454
2753, 4301
2753, 6721
2753, 462
2753, 1540
2754, 2826
2754, 616
2754, 1581
2754, 6420
2754, 682
2754, 2826
2754, 616
2754, 3626
2754, 1581
2754, 3626
2754, 5533
2755, 5455
2755, 2674
2755, 3488
2755, 2142
2755, 2514
2755, 5506
2755, 79
2755, 3488
2755, 116
2755, 3184
2755, 2420
2756, 5909
2756, 351
2756, 2243
2756, 5533
2756, 351
2756, 4463
2756, 628
2756, 4466
2756, 4936
2757, 5225
2757, 1426
2757, 1164
2757, 1101
2757, 3248
2757, 2073
2757, 250
2757, 3728
2758, 5818
2758, 5821
2758, 4482
2758, 3366
2758, 657
2758, 4701
2758, 5989
2759, 2246
2759, 2721
2759, 5873
2759, 3592
2759, 3091
2760, 3849
2760, 6566
2760, 5703
2760, 1413
2760, 3849
2760, 3045
2760, 3607
2760, 3607
2761, 6135
2761, 56
2761, 2914
2761, 4535
2761, 6594
2761, 4826
2761, 2267
2761, 3487
2762, 2910
2762, 6078
2762, 1338
2762, 1142
2763, 388
2763, 3633
2763, 3150
2763, 444
2763, 549
2763, 5608
2763, 3310
2763, 1049
2763, 5608
2763, 2458
2763, 3310
2764, 4951
2764, 3583
2764, 4949
2764, 2652
2764, 4887
2764, 2652
2764, 1541
2765, 4745
2765, 4673
2765, 2055
2765, 6610
2765, 6610
2765, 6716
2766, 6720
2766, 4451
2766, 2807
2766, 920
2766, 3676
2766, 3682
2766, 9
2766, 5839
2766, 5457
2766, 156
2766, 4342
2766, 4451
2767, 4701
2767, 2055
2767, 98
2767, 5142
2767, 6594
2767, 4367
2768, 4114
2768, 6630
2768, 2802
2768, 611
2768, 2107
2768, 6491
2768, 2594
2768, 5136
2768, 4817
2768, 4300
2768, 1043
2768, 5136
2768, 1116
2769, 2961
2769, 2491
2769, 5374
2769, 1946
2769, 5550
2769, 295
2769, 2583
2770, 2545
2770, 4954
2770, 2402
2770, 5866
2770, 3385
2770, 1330
2770, 5754
2770, 2241
2770, 2361
2770, 1493
2770, 3511
2770, 884
2771, 3751
2771, 4601
2771, 2929
2771, 4138
2771, 2183
2771, 3385
2771, 2202
2771, 3799
2772, 134
2772, 2939
2772, 3485
2772, 4098
2772, 134
2772, 5745
2772, 5084
2772, 531
2772, 2658
2772, 2658
2772, 3862
2772, 5715
2773, 1582
2773, 3626
2773, 30
2773, 1985
2773, 159
2773, 6654
2773, 1105
2773, 1581
2774, 6688
2774, 2962
2774, 310
2774, 2581
2774, 4904
2774, 812
2774, 6536
2775, 2369
2775, 2747
2775, 2588
2775, 5609
2775, 3170
2775, 2984
2775, 3060
2775, 1666
2775, 1117
2775, 3368
2775, 2454
2776, 2326
2776, 4410
2776, 4214
2776, 3671
2777, 1677
2777, 5157
2777, 2567
2777, 2567
2777, 2567
2777, 2293
2777, 1986
2777, 2536
2777, 2254
2777, 2567
2778, 5053
2778, 2400
2778, 2284
2779, 6413
2779, 3263
2779, 6594
2779, 435
2780, 2013
2780, 6730
2780, 2007
2780, 5388
2780, 2013
2780, 2184
2780, 5388
2780, 2184
2780, 1308
2780, 3550
2780, 3577
2781, 5747
2781, 527
2781, 1382
2781, 3861
2781, 3861
2781, 6632
2781, 5747
2781, 6632
2781, 2701
2782, 173
2782, 1746
2782, 3861
2782, 3861
2783, 4628
2783, 3385
2783, 913
2783, 4826
2783, 2422
2783, 131
2783, 1490
2783, 2214
2784, 5536
2784, 4238
2784, 3896
2784, 2799
2784, 2751
2784, 6720
2784, 6720
2784, 2751
2785, 4503
2785, 4503
2785, 5614
2785, 6738
2785, 6728
2785, 4257
2785, 4503
2785, 2420
2785, 2175
2786, 2680
2786, 6088
2786, 4825
2786, 2680
2787, 4514
2787, 6478
2787, 5410
2787, 3285
2787, 2518
2787, 3285
2787, 1208
2787, 3861
2787, 2770
2787, 3285
2788, 3949
2788, 2533
2788, 5397
2788, 1122
2788, 79
2788, 6715
2788, 3080
2788, 2201
2789, 2013
2789, 6313
2789, 5924
2789, 5924
2789, 3667
2789, 6313
2789, 3671
2789, 6313
2789, 3671
2789, 2034
2790, 4927
2790, 4987
2790, 4297
2790, 4297
2790, 417
2790, 4298
2791, 5343
2791, 5343
2791, 3962
2791, 5343
2791, 5343
2791, 1602
2791, 1334
2791, 5344
2791, 5780
2791, 2279
2791, 1630
2791, 1334
2792, 6642
2792, 722
2792, 2161
2792, 3550
2792, 4241
2792, 6594
2792, 3780
2792, 6594
2793, 3409
2793, 296
2793, 3410
2793, 1490
2793, 1490
2793, 1490
2793, 3781
2793, 3410
2794, 35
2794, 96
2794, 2536
2794, 2199
2794, 1557
2794, 2134
2794, 6616
2794, 6168
2794, 5805
2794, 5032
2795, 6362
2795, 351
2795, 872
2795, 5150
2795, 351
2795, 351
2795, 5672
2795, 351
2795, 3291
2796, 2893
2796, 160
2796, 1582
2796, 6355
2796, 3960
2796, 660
2796, 490
2796, 2104
2796, 3551
2797, 2692
2797, 3344
2797, 2658
2797, 4777
2797, 4426
2797, 744
2797, 156
2798, 3488
2798, 4519
2798, 4924
2798, 492
2798, 5055
2798, 2238
2798, 3489
2798, 1866
2799, 2894
2799, 6490
2799, 1679
2799, 2160
2799, 497
2799, 5380
2799, 445
2799, 1370
2799, 6594
2800, 6334
2800, 6136
2800, 6166
2800, 6171
2800, 1654
2800, 2975
2800, 180
2800, 306
2800, 2114
2800, 2707
2800, 1356
2801, 6078
2801, 5503
2801, 2578
2801, 6084
2801, 4802
2801, 348
2801, 2581
2801, 1491
2802, 4260
2802, 79
2802, 5987
2802, 6732
2802, 46
2802, 3153
2802, 79
2803, 5813
2803, 5484
2803, 5020
2803, 4570
2803, 3851
2803, 2533
2803, 5813
2803, 5462
2803, 1375
2804, 2558
2804, 2061
2804, 3506
2804, 4431
2804, 6266
2804, 2273
2805, 4099
2805, 4099
2805, 5551
2805, 1609
2805, 4098
2805, 1426
2805, 4098
2805, 4099
2805, 5250
2805, 4997
2805, 5250
2805, 4098
2805, 2239
2805, 3671
2806, 883
2806, 2918
2806, 3864
2806, 3863
2807, 4954
2807, 4960
2807, 5502
2807, 180
2807, 3858
2807, 3339
2807, 5533
2808, 16
2808, 998
2808, 2185
2808, 23
2808, 2841
2808, 5040
2808, 998
2808, 16
2808, 492
2809, 1541
2809, 2938
2809, 1777
2809, 6716
2809, 1010
2809, 4098
2809, 1540
2809, 2937
2809, 3934
2809, 1777
2809, 6015
2810, 1747
2810, 6636
2810, 3400
2810, 6594
2810, 1330
2810, 1976
2810, 2013
2811, 6066
2811, 94
2811, 94
2811, 1783
2811, 281
2811, 2845
2811, 3638
2811, 3638
2811, 1761
2811, 5604
2812, 6078
2812, 145
2812, 2895
2812, 1169
2812, 1135
2812, 5457
2812, 6078
2812, 5457
2812, 6078
2812, 661
2812, 5457
2812, 5187
2812, 3268
2813, 2184
2813, 4197
2813, 5857
2813, 2090
2813, 228
2814, 408
2814, 1367
2814, 4118
2814, 5936
2814, 3677
2814, 5157
2814, 1103
2814, 1289
2814, 3897
2814, 4201
2815, 3235
2815, 3235
2815, 2137
2815, 3310
2815, 5464
2815, 454
2816, 5388
2816, 4011
2816, 79
2816, 79
2816, 2971
2816, 2083
2816, 1017
2816, 4020
2817, 2149
2817, 77
2817, 76
2817, 1560
2817, 5070
2817, 3449
2817, 4403
2817, 5592
2817, 76
2817, 76
2818, 5200
2818, 3078
2818, 5457
2818, 2120
2818, 1142
2818, 1795
2819, 1658
2819, 1795
2819, 3351
2819, 4727
2819, 1070
2819, 548
2819, 1070
2819, 5455
2820, 4132
2820, 3865
2820, 5388
2820, 5389
2820, 4041
2821, 4832
2821, 6716
2821, 3568
2821, 2717
2821, 3179
2821, 3473
2821, 6716
2822, 2029
2822, 679
2822, 6353
2822, 1758
2822, 2028
2822, 4635
2822, 2747
2822, 4457
2822, 5276
2822, 4154
2822, 5092
2822, 4155
2823, 1653
2823, 3580
2823, 5450
2823, 3580
2823, 3780
2824, 6516
2824, 2572
2824, 1612
2824, 3785
2824, 4424
2824, 2369
2824, 5873
2824, 1289
2824, 659
2825, 5569
2825, 76
2825, 1559
2825, 3861
2825, 2841
2825, 6533
2825, 3230
2825, 3082
2825, 4335
2825, 1674
2825, 4335
2825, 6543
2826, 556
2826, 3003
2826, 1185
2826, 6610
2826, 5721
2826, 4212
2826, 6078
2826, 6066
2826, 1186
2826, 497
2827, 1096
2827, 3877
2827, 1408
2827, 5747
2827, 5747
2827, 108
2827, 5747
2827, 6594
2827, 524
2827, 6565
2828, 2341
2828, 5462
2828, 6569
2828, 2218
2828, 2536
2829, 6594
2829, 3129
2829, 6594
2829, 2792
2829, 2737
2830, 338
2830, 338
2830, 4615
2830, 338
2830, 1986
2830, 338
2831, 5100
2831, 2876
2831, 1622
2831, 5587
2831, 4474
2831, 5446
2831, 5555
2831, 1490
2832, 4340
2832, 3626
2832, 3626
2832, 4574
2832, 892
2832, 1986
2832, 6261
2832, 490
2832, 5846
2832, 3309
2832, 5145
2833, 124
2833, 4668
2833, 124
2833, 6360
2833, 124
2833, 2455
2834, 1985
2834, 4828
2834, 5427
2834, 1462
2834, 6671
2834, 3366
2834, 1289
2834, 2582
2834, 4973
2834, 6720
2835, 1518
2835, 3861
2835, 3861
2836, 2455
2836, 5973
2836, 1239
2836, 2122
2836, 5973
2836, 5488
2836, 2290
2836, 3281
2837, 6457
2837, 83
2837, 6716
2837, 5047
2837, 3525
2837, 3525
2837, 3671
2837, 5047
2837, 3158
2837, 6459
2837, 6716
2838, 635
2838, 1192
2838, 3169
2838, 6590
2838, 1777
2838, 4831
2838, 497
2839, 6159
2839, 5715
2839, 141
2839, 653
2839, 208
2839, 5715
2839, 2002
2839, 5464
2839, 1919
2839, 1426
2840, 1594
2840, 6103
2840, 2123
2840, 1784
2840, 4421
2840, 2946
2841, 1691
2841, 6074
2841, 6263
2841, 6569
2841, 3644
2841, 391
2841, 5989
2841, 5137
2841, 5142
2842, 4955
2842, 4702
2842, 1795
2842, 3287
2842, 5444
2842, 4997
2842, 3605
2842, 5924
2842, 6552
2843, 699
2843, 141
2843, 1422
2843, 6594
2843, 1071
2843, 3080
2843, 1424
2843, 780
2843, 497
2843, 548
2843, 548
2843, 1424
2844, 502
2844, 4158
2844, 6078
2844, 4886
2844, 3881
2844, 1422
2844, 6078
2844, 5588
2844, 4281
2844, 4886
2844, 2567
2844, 492
2844, 502
2844, 2489
2844, 2420
2845, 828
2845, 6171
2845, 5665
2845, 5715
2845, 976
2845, 4429
2845, 4429
2845, 714
2846, 1913
2846, 1422
2846, 1913
2846, 1540
2846, 1540
2846, 3861
2846, 6592
2846, 6594
2846, 5492
2846, 5492
2846, 3580
2846, 3781
2846, 5037
2846, 2281
2846, 2279
2847, 2065
2847, 2361
2847, 1560
2847, 79
2847, 5329
2847, 6399
2847, 6021
2848, 6158
2848, 4463
2848, 2369
2848, 5137
2848, 4465
2848, 5611
2848, 6659
2848, 3991
2848, 6688
2849, 2480
2849, 966
2849, 1952
2849, 4615
2849, 1347
2850, 6632
2850, 3340
2850, 5704
2850, 6632
2850, 5098
2850, 6334
2850, 527
2851, 3671
2851, 2300
2851, 5737
2852, 5225
2852, 5715
2852, 3671
2852, 3671
2852, 5225
2852, 5715
2852, 1931
2853, 3742
2853, 5375
2853, 3906
2853, 4997
2853, 5948
2854, 1584
2854, 4030
2854, 2251
2854, 402
2854, 1472
2854, 3780
2854, 1584
2854, 1473
2854, 3896
2854, 5422
2855, 4862
2855, 1981
2855, 5490
2855, 5814
2855, 2362
2855, 5490
2855, 4664
2855, 5242
2855, 5041
2855, 696
2856, 98
2856, 6528
2856, 1774
2856, 1774
2856, 98
2856, 101
2856, 6243
2856, 1208
2856, 1769
2856, 3227
2857, 541
2857, 4886
2857, 541
2857, 659
2857, 156
2857, 5343
2857, 541
2857, 5490
2858, 6404
2858, 4895
2858, 4701
2858, 4895
2858, 5142
2858, 3287
2858, 3288
2858, 3369
2858, 5142
2858, 5142
2858, 2320
2858, 6690
2859, 2818
2859, 44
2859, 4082
2859, 804
2859, 553
2859, 553
2859, 1958
2859, 3555
2859, 3800
2860, 691
2860, 5216
2860, 5572
2860, 5223
2860, 5558
2860, 5134
2860, 694
2860, 4657
2860, 6455
2860, 235
2861, 4410
2861, 5561
2861, 3671
2861, 4572
2861, 6594
2861, 6716
2861, 2507
2861, 5715
2861, 4430
2861, 1426
2861, 6594
2861, 1330
2861, 2914
2861, 5201
2862, 596
2862, 652
2862, 6082
2862, 2455
2862, 256
2862, 1122
2862, 3960
2862, 5462
2862, 6730
2862, 1724
2863, 636
2863, 5558
2863, 2184
2863, 636
2863, 541
2863, 6079
2863, 5558
2864, 3896
2864, 6716
2864, 4216
2864, 6716
2864, 6013
2864, 2218
2864, 4605
2864, 4605
2864, 3666
2864, 4997
2864, 6415
2864, 4526
2865, 5458
2865, 703
2865, 1135
2865, 5557
2865, 4070
2865, 3489
2865, 3488
2865, 3181
2865, 1030
2865, 1664
2866, 497
2866, 5157
2866, 2690
2866, 1073
2866, 5779
2866, 1539
2866, 1520
2867, 3864
2867, 445
2867, 485
2867, 5394
2867, 4267
2867, 2183
2867, 5394
2867, 3876
2867, 4030
2867, 3861
2867, 3876
2868, 4584
2868, 4717
2868, 139
2868, 1275
2868, 779
2868, 4367
2868, 6625
2869, 2139
2869, 3813
2869, 2184
2869, 3366
2869, 3288
2869, 188
2869, 448
2869, 1674
2870, 3292
2870, 2055
2870, 527
2870, 2466
2870, 1882
2870, 4635
2870, 1565
2870, 3084
2871, 2114
2871, 1232
2871, 5665
2871, 4088
2871, 4083
2871, 4083
2872, 2674
2872, 1930
2872, 3809
2872, 5253
2872, 5250
2872, 3509
2872, 4431
2872, 5457
2872, 3509
2873, 6594
2873, 5343
2873, 4281
2873, 5342
2873, 3861
2873, 4522
2873, 6015
2873, 1540
2873, 1828
2873, 492
2873, 1382
2874, 6141
2874, 5546
2874, 2708
2874, 2709
2874, 2708
2874, 2708
2874, 6594
2874, 5546
2874, 5546
2875, 4971
2875, 5794
2875, 162
2875, 1297
2875, 5498
2875, 4098
2875, 1133
2875, 3604
2875, 3671
2876, 182
2876, 3604
2876, 182
2876, 5040
2876, 1158
2876, 4347
2877, 236
2877, 3351
2877, 5750
2877, 2169
2877, 5508
2877, 1748
2877, 3877
2877, 3861
2877, 529
2877, 3861
2877, 5936
2878, 6569
2878, 5794
2878, 559
2878, 6261
2878, 6536
2878, 5846
2879, 4661
2879, 3644
2879, 2197
2879, 1296
2879, 5512
2879, 5709
2879, 116
2879, 3487
2879, 4819
2879, 6702
2879, 5237
2879, 497
2880, 6606
2880, 6066
2880, 3781
2880, 1062
2880, 1859
2880, 1718
2880, 90
2880, 6692
2880, 6066
2880, 5715
2880, 1718
2881, 4168
2881, 5733
2881, 714
2881, 527
2881, 4164
2881, 4181
2881, 4181
2882, 4338
2882, 771
2882, 2143
2882, 844
2882, 5772
2882, 3204
2883, 3406
2883, 5464
2883, 6425
2883, 3449
2883, 249
2883, 477
2883, 952
2883, 3351
2883, 4740
2884, 3693
2884, 3671
2884, 1008
2884, 3060
2884, 6594
2884, 2010
2884, 6716
2884, 4399
2884, 6716
2884, 6716
2885, 2154
2885, 6594
2885, 2370
2885, 2253
2885, 4362
2885, 466
2885, 139
2885, 5287
2886, 497
2886, 6253
2886, 3384
2886, 5375
2886, 3385
2886, 6253
2886, 4756
2886, 3384
2887, 3671
2887, 227
2887, 351
2887, 6159
2887, 158
2887, 3671
2887, 4514
2887, 3797
2887, 4997
2887, 227
2888, 524
2888, 527
2888, 527
2888, 3898
2888, 6547
2888, 3898
2888, 524
2888, 6594
2888, 3102
2889, 1138
2889, 1138
2889, 5374
2889, 3664
2889, 963
2889, 5764
2889, 5764
2889, 1761
2889, 5455
2889, 2074
2889, 4269
2890, 3924
2890, 4501
2890, 3351
2890, 3351
2890, 3351
2890, 4074
2890, 3351
2890, 666
2890, 3351
2891, 5715
2891, 5715
2891, 6536
2891, 6730
2891, 5715
2891, 5715
2891, 5745
2891, 4474
2892, 3745
2892, 3109
2892, 2614
2892, 301
2892, 5638
2893, 4406
2893, 2306
2893, 5487
2893, 2727
2893, 2845
2893, 3057
2893, 5487
2893, 4562
2893, 3638
2894, 1795
2894, 2822
2894, 4429
2894, 5225
2894, 2885
2894, 4955
2894, 2821
2894, 4429
2895, 4841
2895, 5137
2895, 5139
2895, 4267
2895, 794
2895, 5747
2895, 1196
2895, 3385
2895, 44
2896, 2954
2896, 5345
2896, 2295
2896, 1987
2896, 1583
2896, 194
2896, 3984
2897, 5841
2897, 5555
2897, 2143
2897, 3508
2897, 4932
2897, 335
2897, 102
2897, 128
2897, 3918
2897, 2107
2897, 2104
2897, 5841
2898, 5858
