Peak_X,Peak_Y,Peak_Z,Topic_Assignment,Subregion_Assignment
-9,-78,6,24,1
-51,-18,-6,87,2
63,-15,-6,84,1
-33,21,-9,15,2
-6,-33,-9,75,2
-45,36,-15,34,1
12,-81,-27,24,1
-6,36,36,77,2
-51,21,27,15,1
42,-27,12,86,1
60,-9,-3,84,1
-54,-18,-3,28,2
-45,-60,-18,75,1
15,-78,-24,24,1
-42,9,36,15,1
51,33,18,34,2
-51,-45,-3,75,1
12,-45,24,97,2
-51,21,18,87,2
-21,-93,3,24,1
-45,-33,-6,75,1
24,-72,-12,31,1
12,-81,-30,24,1
-3,-27,42,87,1
-6,18,42,77,2
-54,21,18,15,1
48,30,18,97,1
12,-81,12,24,1
-27,-63,0,24,1
18,-84,-3,24,1
-48,-33,-6,87,2
-48,21,-9,34,1
-6,-36,45,87,1
-57,-21,39,87,2
0,-39,24,85,2
-6,-63,24,97,2
-9,57,-12,31,2
-9,-35,-6,11,1
-9,62,15,49,2
-9,38,3,11,2
-6,38,-6,11,2
-33,-13,60,12,2
-9,-96,-9,11,1
-9,-81,9,16,2
-48,-70,-9,67,2
-40,-24,58,57,1
-40,-24,58,99,2
-40,-23,58,57,1
-40,-23,58,57,1
34,-28,62,54,1
34,-28,62,71,2
-16,0,64,57,1
-18,0,64,57,1
-18,0,64,12,1
-18,0,64,12,1
-18,0,64,57,1
-10,8,60,12,1
-10,8,60,57,1
-28,-10,60,57,1
-28,-10,60,57,1
13,-4,62,57,1
12,-2,64,12,1
12,-2,64,57,1
15,0,62,23,1
15,0,62,52,2
-37,-75,-9,43,1
-50,-62,-5,43,1
31,-67,-9,73,1
43,-55,-2,98,1
-44,9,29,45,1
-46,0,29,89,2
35,38,30,39,2
45,0,31,52,1
-14,-62,-3,16,1
2,-85,21,16,2
32,-49,43,81,2
20,-7,62,19,2
46,0,23,52,1
-31,-39,-14,16,1
-5,-78,20,16,2
-32,10,10,11,2
35,-34,43,1,1
15,-39,0,73,1
-43,24,25,45,1
-38,14,9,89,2
-26,-60,47,81,1
-27,-7,47,73,2
27,-9,59,19,2
-49,11,12,89,2
-22,-66,46,81,1
12,-72,46,16,2
-4,6,43,42,1
3,3,49,81,2
-47,-41,36,73,2
-44,20,23,89,2
-36,13,8,11,2
-43,2,36,73,2
-4,11,45,88,1
25,-57,49,1,1
25,-8,47,81,2
3,5,51,88,1
32,14,9,52,1
10,-96,4,44,2
-4,-94,4,44,2
24,-92,16,44,2
-20,-98,12,21,1
40,-82,6,98,1
-40,-88,0,72,1
26,-54,40,42,2
-24,-58,42,42,2
32,-48,-20,95,1
-32,-52,-20,47,2
30,-4,-46,20,2
-32,-4,-44,70,1
42,26,48,100,2
-38,24,48,23,1
-40,22,26,66,2
8,-32,64,42,2
-4,-24,58,42,2
38,-18,60,19,2
48,-30,60,71,2
-42,-28,60,27,2
56,-16,12,62,1
-56,-16,14,28,2
36,-6,62,19,2
-30,-8,64,27,2
62,16,14,49,2
-58,12,18,89,2
-4,-2,48,42,1
28,54,22,49,2
-32,50,20,89,2
54,-22,-14,70,2
-54,-54,4,72,1
64,-40,20,62,1
-50,-36,16,28,2
-12,-72,24,72,2
22,-52,-32,95,1
-20,-58,-30,62,2
10,-14,0,71,1
-14,-18,-2,19,1
22,2,-12,70,2
-26,0,-12,70,1
29,-70,41,100,1
21,-70,41,62,1
21,-69,41,81,2
21,-69,49,94,1
14,-76,48,100,1
16,-76,48,30,2
16,-72,48,100,1
16,-72,48,100,1
-15,-69,52,81,1
-13,-69,52,81,1
-13,-67,52,81,1
-13,-67,52,81,1
-8,-68,53,81,1
-1,-68,53,81,1
-1,-72,49,81,1
35,39,27,91,2
36,39,27,91,2
36,35,27,91,2
36,35,28,91,2
1,-75,7,30,2
2,-75,7,30,2
2,-77,7,3,1
2,-77,7,30,2
19,-57,-3,62,2
26,-73,27,62,1
-39,2,6,78,2
-51,1,6,48,2
-37,8,35,15,1
-55,-16,7,87,2
-42,-12,35,15,1
-39,-32,15,87,2
-44,17,26,50,2
-32,21,6,2,2
-49,17,5,2,2
-42,26,17,15,1
-37,6,30,15,1
-38,-44,-13,53,2
-47,-64,-2,72,1
-42,16,22,50,2
-39,26,8,15,1
-48,4,7,50,2
-47,-9,40,24,2
-37,1,1,48,2
-48,-14,0,48,2
-41,-41,17,87,2
-52,-39,-4,87,2
-52,-60,7,87,2
2,-9,60,39,1
0,0,-1,76,1
0,0,-1,76,1
-12,58,8,23,1
-8,52,18,33,1
10,54,24,33,1
-10,-18,66,64,1
-44,6,44,64,2
6,36,54,33,1
-6,32,54,64,1
-6,14,60,64,1
-52,32,2,34,1
-36,28,-22,70,1
-50,-44,6,87,2
56,8,-28,70,2
-52,8,-38,70,1
-8,-98,8,44,2
-20,-82,-10,44,2
18,-98,10,44,2
-34,-74,-16,43,1
-6,-28,-20,34,1
4,54,36,33,1
2,36,52,64,1
-48,12,46,64,2
-56,18,16,87,2
-54,24,8,89,2
-42,26,-14,64,2
-50,-38,-2,87,2
52,-16,-16,70,2
-54,2,-28,70,1
-50,12,-24,70,1
48,8,-28,70,2
-4,-80,-4,44,2
-30,-80,-12,43,1
20,-96,10,44,2
-22,34,48,33,1
-24,24,60,22,2
-10,58,8,3,2
-18,48,4,3,2
-32,-22,42,12,2
-44,-32,52,44,1
36,-6,-32,70,2
12,-50,52,87,1
-40,-72,32,29,1
58,-18,-18,70,2
-8,52,18,11,2
-44,6,44,64,2
-38,4,38,64,2
6,38,52,20,1
-4,40,52,64,1
-4,18,62,64,1
-52,32,2,87,2
-56,24,16,87,2
-46,24,-16,34,1
-38,28,-12,11,2
-50,-44,6,87,2
-56,-34,0,87,2
54,0,-28,70,2
56,8,-28,70,2
-52,8,-38,70,1
18,-98,10,44,2
-8,-98,8,44,2
-20,-82,-10,30,2
8,-90,6,44,2
-36,-84,-16,87,2
38,54,26,2,1
38,54,24,68,2
60,-32,16,62,1
44,-16,56,33,1
-34,-8,68,21,2
64,-32,22,41,2
44,-14,58,62,1
-32,-12,66,21,2
0,66,10,49,2
-4,-48,36,21,1
4,52,-4,85,1
-4,-74,38,94,1
0,54,18,49,2
-4,-46,-6,93,1
-10,64,26,35,2
0,-58,36,85,2
2,60,18,93,2
-4,-54,32,21,1
6,56,38,76,1
-8,-55,24,21,1
-6,60,32,59,1
-4,-52,30,85,2
2,62,20,35,2
10,-58,32,85,2
-4,-44,24,85,2
14,-54,20,21,1
-8,60,30,97,1
-4,-56,10,97,2
-38,-14,-30,23,2
42,6,-28,45,2
10,54,30,64,1
-4,56,22,23,1
66,-46,4,47,1
-68,-46,0,60,1
6,1,65,12,1
5,3,62,67,1
8,2,72,53,1
10,6,65,53,1
6,-3,67,17,2
5,2,63,41,1
2,-5,63,12,1
3,3,64,53,1
4,4,64,53,1
5,1,65,12,1
2,3,3,8,1
57,12,-6,51,2
48,21,-12,25,1
-57,9,-3,36,1
0,9,33,59,1
45,48,0,25,1
-60,-24,15,36,1
63,-15,18,36,2
-6,3,66,64,1
18,-3,-21,70,2
3,9,33,93,2
-60,-27,33,88,2
60,-30,45,36,2
-21,-3,-18,70,1
-39,48,-9,25,1
48,18,-9,70,2
-48,48,0,59,2
27,54,-12,25,1
27,57,30,35,2
-63,-30,24,36,1
63,-18,21,36,2
-39,36,36,59,2
-48,48,-3,25,1
33,63,0,3,2
3,51,36,97,1
-48,15,30,59,2
27,-3,-15,70,2
-20,-30,-10,53,2
20,-28,-12,73,1
-36,32,12,93,2
32,40,28,93,2
-58,-48,18,73,2
-50,24,2,29,2
-50,0,38,73,2
10,20,42,88,1
-20,44,0,82,1
-20,44,0,25,1
-20,44,0,25,1
-20,44,0,25,1
-20,44,0,25,1
-20,44,0,25,1
-20,44,0,25,1
24,40,12,49,2
24,40,12,2,1
24,40,12,2,1
24,40,12,49,2
24,40,12,2,1
24,40,12,49,2
24,40,12,49,2
-24,4,12,84,2
-24,4,12,76,2
-24,4,12,84,2
-24,4,12,84,2
-24,4,12,71,1
-24,4,12,84,2
-24,4,12,76,2
-8,16,-16,25,1
-8,16,-16,25,1
-8,16,-16,25,1
-8,16,-16,25,1
-8,16,-16,25,1
-8,16,-16,25,1
-8,16,-16,25,1
-24,4,-16,25,1
-24,4,-16,25,1
-24,4,-16,25,1
-24,4,-16,25,1
-24,4,-16,25,1
-24,4,-16,25,1
-24,4,-16,83,1
8,44,0,25,1
8,44,0,25,1
8,44,0,25,1
8,44,0,49,2
8,44,0,49,2
8,44,0,25,1
8,44,0,49,2
-16,16,-8,25,1
-16,16,-8,25,1
-16,16,-8,8,1
-16,16,-8,25,1
-16,16,-8,25,1
-16,16,-8,25,1
-16,16,-8,25,1
-12,-8,4,71,1
-12,-8,4,71,1
-12,-8,4,71,1
-12,-8,4,71,1
-12,-8,4,71,1
-12,-8,4,84,2
-12,-8,4,71,1
-20,-12,16,71,1
-20,-12,16,71,1
-20,-12,16,71,1
-20,-12,16,71,1
-20,-12,16,71,1
-20,-12,16,84,2
-20,-12,16,71,1
24,4,8,84,1
24,4,8,25,1
24,4,8,84,1
24,4,8,52,1
24,4,8,67,1
24,4,8,84,1
24,4,8,84,1
28,-16,0,84,1
28,-16,0,84,1
28,-16,0,84,1
28,-16,0,84,1
28,-16,0,84,1
28,-16,0,71,1
28,-16,0,84,1
6,18,0,78,2
-27,-39,60,57,1
18,-30,72,96,1
6,51,-18,11,2
-18,-39,54,96,1
3,18,0,78,2
-39,-30,60,54,2
3,48,-12,3,2
-3,51,6,11,2
-51,-30,12,54,2
18,-45,60,96,1
-39,-3,18,92,1
-3,36,-12,3,2
-27,9,6,3,2
-6,66,6,78,2
6,48,-18,11,2
-12,24,12,11,2
36,-27,54,54,1
3,36,-6,11,2
39,-45,-6,77,1
6,21,6,11,2
-42,-68,8,43,1
-12,-80,12,65,2
56,-62,4,98,1
-32,-18,60,27,2
42,-18,60,14,1
44,-16,20,41,2
44,-10,20,41,2
20,-52,28,62,1
28,-56,12,62,2
30,20,12,35,2
14,28,16,34,2
2,30,20,35,2
0,42,16,35,2
2,-32,68,27,1
-24,16,-16,46,1
-42,-6,20,53,2
-52,-36,12,41,1
-46,-36,0,53,2
-30,0,16,53,2
-38,-62,40,58,2
-36,-30,14,67,2
36,-26,16,67,1
-54,-20,-10,75,1
56,-38,-6,35,1
-40,26,0,3,2
6,42,-16,3,2
-26,-34,-18,67,2
10,-4,12,67,1
20,-8,65,67,1
-12,40,4,3,2
-22,-6,-8,34,1
20,0,-16,70,2
22,-2,-10,85,1
-18,-4,-10,91,1
-20,-6,-14,6,1
20,-6,-10,70,2
20,-2,-12,83,1
22,-6,-12,85,1
-3,19,31,77,2
9,50,9,93,2
20,25,20,49,2
0,33,4,3,2
-3,19,26,63,1
-35,11,9,15,2
46,-8,15,2,1
-6,-17,20,48,2
14,-3,20,63,1
-29,-64,-18,67,2
-3,-6,9,9,1
6,-19,4,48,2
-46,14,20,15,1
-14,56,4,3,2
-40,11,20,92,1
-16,2,-16,84,2
20,-2,-18,90,2
-8,-76,6,30,2
-8,-70,0,30,2
-32,-70,-14,72,1
-48,-74,9,72,1
-46,-68,-8,72,1
-26,-76,28,72,2
8,-73,15,30,2
14,-74,-3,30,2
20,-78,-5,30,2
40,-78,2,65,1
40,-68,-8,65,1
40,-68,7,65,1
28,-75,22,72,2
-27,15,48,4,2
-39,6,36,50,2
-63,-3,15,43,2
-51,-15,15,28,2
12,33,21,4,2
-27,15,57,24,2
-39,3,42,4,2
-54,27,21,15,1
-6,-84,3,24,1
15,-78,0,24,1
9,-66,9,4,2
-36,6,36,4,2
-39,24,18,15,1
-9,-87,0,24,1
18,-78,-12,24,1
30,-75,42,100,1
-32,-16,-16,34,1
-32,-18,-12,16,1
26,-48,0,4,1
-40,56,0,9,2
20,58,-14,33,1
12,-50,14,21,1
16,66,-10,33,1
26,-28,-6,73,1
-30,-6,-12,16,1
30,-24,-8,17,1
-30,-16,-12,16,1
-14,46,-20,91,1
-34,24,-8,15,2
-2,62,-6,33,1
-36,50,12,59,2
-36,26,-8,15,2
-28,56,8,9,2
-40,-1,32,50,2
44,-1,38,52,1
-32,-7,44,69,1
34,-4,44,52,1
-34,32,32,66,2
37,32,30,35,2
1,5,53,77,2
35,14,15,52,1
-34,-46,47,44,1
31,-55,44,62,1
-26,-67,38,44,1
8,-67,44,40,2
59,-46,32,35,1
4,-34,24,52,2
55,-55,9,62,1
-37,-64,-12,10,2
34,-73,32,62,1
-31,-91,6,43,1
37,-73,0,35,1
8,-79,-12,44,2
-16,-97,6,44,2
19,-94,6,62,1
-38,2,32,64,2
32,-10,59,66,1
-52,2,27,40,1
53,5,35,52,1
-35,-22,50,44,1
-4,2,44,66,1
37,-7,18,52,1
-52,-22,24,66,2
56,-28,35,35,1
-40,-10,18,66,2
37,-43,50,62,1
34,-61,50,62,1
-26,-67,44,44,1
-11,-22,12,52,2
10,-22,15,71,1
-26,11,12,52,2
23,-58,-9,6,2
32,-91,6,44,2
-38,-61,3,43,1
-25,-97,0,44,2
-23,-61,-9,65,2
-40,2,32,50,2
47,5,32,52,1
-28,-7,50,69,1
34,-4,47,66,1
-34,32,32,66,2
38,32,30,39,2
-2,5,47,66,1
40,35,18,39,2
-29,14,12,76,2
32,14,12,49,2
-38,2,30,50,2
46,11,30,52,1
-29,-1,50,69,1
23,2,47,52,1
5,11,44,66,1
-31,41,15,66,2
34,41,15,49,2
-34,14,9,66,2
31,17,15,49,2
-24,2,8,84,2
32,-2,42,71,2
-38,-52,32,40,2
-10,18,32,9,2
-30,-14,38,13,2
40,-50,40,1,1
-46,8,28,59,2
-22,-14,0,84,2
-12,-20,16,71,1
16,-6,2,71,1
26,-4,6,71,1
-8,-10,40,53,1
-34,-24,44,57,1
-28,-8,0,84,2
18,-6,8,71,1
4,0,44,53,1
-36,-22,44,13,2
-50,-32,20,53,2
-28,-22,6,53,2
-38,-10,0,84,2
-58,-32,14,53,2
40,-42,34,1,1
42,6,4,84,1
34,-50,38,1,1
-8,-2,42,9,2
46,4,8,84,1
-26,-20,12,71,1
1,2,3,9,1
-47,17,24,45,1
4,9,10,51,1
9,10,11,18,1
28,1,-10,25,1
-17,-3,-9,25,1
-32,-1,3,9,1
32,-3,2,83,1
5,-27,-15,25,1
2,-32,-25,25,1
0,34,26,83,2
22,-52,-52,17,1
4,-59,-14,99,1
54,-19,-13,25,1
3,-27,51,27,1
34,1,53,55,2
-34,-37,-9,25,1
24,-53,-4,32,2
2,-68,26,25,2
-30,1,0,25,1
-56,-12,15,88,2
5,-8,-6,25,1
8,8,34,88,1
41,-21,19,54,1
-15,53,1,25,1
37,-3,58,14,2
-5,-56,20,65,2
26,1,2,56,1
-5,16,3,25,1
50,-16,23,55,2
-52,-8,29,54,2
53,4,-12,25,1
9,-50,31,80,2
-12,-80,34,44,1
12,-64,52,32,2
-8,-88,44,81,1
-14,-88,40,44,1
41,-69,-18,65,1
-48,-74,-6,36,1
35,-43,-22,44,2
26,-85,-25,82,2
27,0,3,9,1
24,-3,6,9,1
-45,-20,18,54,2
-45,-17,17,54,2
-42,33,12,2,2
-45,33,15,82,1
-36,47,0,82,1
33,-58,58,100,1
33,-58,58,100,1
33,-58,58,100,1
3,20,40,30,1
3,-31,29,43,2
18,-24,37,39,1
-42,50,9,59,2
-36,47,3,59,2
-24,14,52,12,1
50,13,35,2,1
50,13,35,2,1
50,13,35,2,1
-42,18,2,2,2
48,18,7,2,1
48,18,7,2,1
18,-5,14,9,1
27,-5,11,9,1
12,-9,-5,9,1
18,-5,14,9,1
-15,-6,3,9,1
18,-5,14,9,1
3,-30,-16,61,1
0,-60,-25,82,2
-27,-65,-22,67,2
36,-51,-20,65,1
36,-60,-37,82,2
-27,-73,-6,72,1
33,-73,-6,65,1
-10,-66,54,16,2
26,-70,52,100,1
-14,-76,46,16,2
-40,-52,-30,75,1
-38,-72,-42,95,1
-26,-68,-50,95,1
-28,-70,-28,95,1
-4,32,20,93,2
2,36,34,33,1
-4,24,24,12,1
4,18,44,20,1
-2,8,30,20,1
12,18,28,12,1
4,30,24,49,2
2,18,32,100,2
-4,10,42,12,1
4,8,48,20,1
4,12,56,12,1
-30,20,8,2,2
34,16,8,5,1
-46,18,-8,25,1
46,14,-12,25,1
32,28,6,2,1
-28,-6,64,12,1
24,6,50,12,1
26,4,62,100,2
50,12,36,39,2
50,4,48,52,1
50,10,18,5,1
-40,54,6,3,2
46,48,12,39,2
-46,20,6,76,2
-30,62,-10,25,1
28,26,-14,5,1
-20,2,-14,25,1
24,4,-14,39,1
-38,-46,48,44,1
68,-28,38,33,2
50,-30,40,33,2
56,-40,52,33,2
4,-72,-12,45,2
2,-64,-22,95,1
2,-74,-32,95,1
8,-64,-48,95,1
-54,8,16,59,2
50,10,18,39,2
-20,8,-4,25,1
24,10,-4,25,1
6,-78,34,72,2
-10,-80,6,25,2
-12,10,0,25,1
-18,-66,12,97,2
10,-8,-4,25,1
-17,-66,-8,21,1
25,-54,-7,83,1
37,-85,17,21,1
-35,-51,-13,91,1
-41,-58,-13,21,1
42,-73,12,21,1
12,40,18,93,2
4,-4,36,83,2
4,54,12,83,2
2,-66,46,16,2
50,-72,24,62,1
54,12,-16,51,2
-4,-76,34,16,2
-26,-84,36,93,1
-18,-34,-6,37,1
44,12,36,71,2
-42,-26,8,88,2
12,-18,2,83,1
18,-10,4,71,1
14,-6,16,71,1
0,-14,10,71,1
-14,-10,2,51,1
-6,-10,4,51,1
2,26,24,83,2
2,10,32,83,2
0,-4,32,76,1
14,-38,0,62,2
-14,-36,2,93,1
8,-44,8,93,1
-2,42,20,83,2
40,-2,34,80,1
58,-28,44,80,1
2,14,34,75,2
42,-16,60,80,1
-44,-30,52,57,1
4,-10,54,57,1
22,-56,-30,75,2
-38,54,10,28,2
24,58,20,22,1
-54,-52,40,63,2
48,-48,38,81,2
14,-17,6,71,1
10,3,8,3,2
21,-33,-7,22,1
40,12,4,51,2
30,-19,34,63,1
28,-48,32,93,1
-49,-47,-17,75,1
-38,6,3,84,2
-38,17,-3,76,2
44,4,50,55,2
-18,-50,-46,11,1
5,-52,37,93,1
54,-38,14,62,1
26,-22,-17,70,2
10,5,-2,25,1
33,-23,42,54,1
-28,-45,-19,93,1
-14,-43,-43,11,1
38,-30,21,33,2
-37,-5,32,99,2
40,-4,44,55,2
-50,-8,-1,28,2
47,-6,0,84,1
-49,-14,5,28,2
47,-17,7,84,1
-51,-32,12,28,2
52,-31,15,84,1
-46,-56,25,28,1
37,-64,26,72,2
37,11,23,84,1
36,31,15,91,2
-34,26,5,48,2
43,8,-2,84,1
-50,-6,2,28,2
44,-25,11,84,1
-49,25,13,28,2
-46,-20,6,28,2
49,-8,0,84,1
-9,-52,20,28,1
-43,-57,22,28,1
-15,-28,2,84,2
-33,43,10,89,2
-34,17,7,76,2
27,20,3,89,1
43,10,8,47,1
49,-32,20,41,2
-5,-19,30,91,1
-15,18,6,84,2
10,16,7,48,2
-49,26,19,89,2
-45,-20,6,84,2
48,-10,3,84,1
-26,-7,-1,84,2
11,-8,-4,84,1
-6,-14,8,84,2
-14,-29,3,48,2
-33,43,11,89,2
-34,17,7,76,2
26,19,4,84,1
41,10,12,84,1
54,-39,22,35,1
-13,17,6,84,2
-34,-50,-38,95,1
30,-68,-24,46,2
30,-68,-24,95,1
30,-68,-24,46,2
-38,-58,-46,95,1
-38,-58,-46,95,1
-38,-58,-46,95,1
-34,-82,-28,95,1
52,-66,-34,95,1
52,-66,-34,95,1
52,-66,-34,95,1
-40,-52,-48,95,1
-40,-52,-48,95,1
-40,-52,-48,95,1
-26,-66,-26,95,1
12,-86,-28,95,1
12,-86,-28,95,1
12,-86,-28,95,1
-30,-72,-26,95,1
-36,-56,-34,95,1
48,-72,-30,95,1
48,-72,-30,95,1
48,-72,-30,46,2
-34,-76,-54,95,1
-34,-76,-54,95,1
-34,-76,-54,95,1
20,-76,-50,95,1
20,-76,-50,95,1
20,-76,-50,95,1
-34,-66,-30,95,1
32,-66,-26,46,2
32,-66,-26,46,2
32,-66,-26,46,2
-10,-86,-24,95,1
-10,-86,-24,95,1
-10,-86,-24,95,1
42,-56,-50,95,1
42,-56,-50,95,1
42,-56,-50,46,2
-30,-68,-28,95,1
-40,-66,-46,95,1
-40,-66,-46,95,1
-40,-66,-46,95,1
-40,-74,-28,95,1
-54,-62,-30,95,1
4,-76,-12,95,1
4,-76,-12,95,1
4,-76,-12,95,1
-22,-70,-56,95,1
-22,-70,-56,95,1
-22,-70,-56,95,1
-34,-54,-32,75,1
44,-76,-22,95,1
44,-76,-22,95,1
44,-76,-22,46,2
-30,-70,-50,95,1
-30,-70,-50,95,1
-30,-70,-50,95,1
-34,-66,-34,95,1
-20,-76,-50,95,1
-20,-76,-50,95,1
-20,-76,-50,95,1
-40,-72,-26,95,1
0,-72,-10,95,1
0,-72,-10,95,1
0,-72,-10,95,1
-22,-64,-54,95,1
-22,-64,-54,95,1
-22,-64,-54,95,1
18,-68,-56,95,1
18,-68,-56,95,1
18,-68,-56,95,1
-6,-80,-16,95,1
-36,-48,-36,95,1
2,-76,-18,95,1
2,-76,-18,95,1
2,-76,-18,95,1
-40,-70,-54,95,1
-40,-70,-54,95,1
-40,-70,-54,95,1
-32,-64,-28,95,1
26,-68,-30,95,1
26,-68,-30,38,2
26,-68,-30,95,1
-20,-76,-48,95,1
-20,-76,-48,95,1
-20,-76,-48,95,1
-42,-80,-26,95,1
-12,-72,-22,95,1
40,-58,-36,46,2
40,-58,-36,46,2
40,-58,-36,46,2
-44,-62,-54,95,1
-44,-62,-54,95,1
-44,-62,-54,95,1
54,-54,-42,95,1
54,-54,-42,95,1
54,-54,-42,95,1
-40,-54,-32,95,1
36,-64,-24,46,2
36,-64,-24,46,2
36,-64,-24,95,1
-34,-56,-54,95,1
-34,-56,-54,95,1
-34,-56,-54,95,1
-36,-64,-22,95,1
-34,-48,-44,95,1
-34,-48,-44,95,1
-34,-48,-44,95,1
36,-44,-52,95,1
36,-44,-52,95,1
36,-44,-52,95,1
-34,-68,-26,95,1
36,-54,-30,46,2
36,-54,-30,95,1
36,-54,-30,46,2
-16,-72,-38,95,1
14,-74,-34,95,1
14,-74,-34,95,1
14,-74,-34,95,1
-22,-78,-40,95,1
-22,-78,-40,95,1
-22,-78,-40,95,1
30,-58,-30,46,2
30,-58,-30,95,1
30,-58,-30,46,2
-20,-62,-48,95,1
-20,-62,-48,95,1
-20,-62,-48,95,1
20,-66,-52,95,1
20,-66,-52,95,1
20,-66,-52,95,1
-36,-62,-34,95,1
34,-60,-34,95,1
34,-60,-34,46,2
34,-60,-34,46,2
-34,-58,-58,95,1
-34,-58,-58,95,1
-34,-58,-58,95,1
10,-22,-16,18,2
-8,-12,-18,18,2
2,-38,-46,95,1
8,-10,-18,46,1
8,-32,-52,95,1
-14,22,-16,93,2
-8,-20,-14,18,2
-6,-14,-16,18,2
-4,-24,-12,18,2
14,-20,-20,18,2
10,-18,-42,95,1
-2,-18,-14,46,1
-8,-36,-52,95,1
-18,-24,-22,18,2
-2,-38,-48,95,1
16,-28,-12,18,2
-2,-40,-50,95,1
-2,-20,-22,18,2
-41,-53,12,90,1
46,-49,12,32,2
-43,-59,11,90,1
49,-53,11,32,2
-47,-42,7,90,1
50,-33,4,33,2
-33,-41,-14,47,2
37,-36,-12,90,2
50,-19,49,46,1
44,-19,46,1,2
49,-20,20,71,2
-20,1,49,57,1
-36,8,42,57,1
29,1,56,58,1
36,8,46,1,2
29,-7,42,58,1
1,4,49,79,1
5,8,39,59,1
5,20,39,30,1
54,12,25,52,1
51,28,15,5,1
-47,8,32,40,1
-11,-65,42,79,2
17,-62,46,1,1
36,-38,26,1,2
24,-65,32,29,1
-22,-65,26,40,2
-36,-42,30,40,2
56,-38,22,60,2
-29,-73,21,40,2
-8,4,7,9,1
5,4,3,7,2
-11,1,14,68,1
-33,-7,49,57,1
-33,-23,48,57,1
40,-7,49,48,1
5,-3,49,17,2
8,16,39,33,1
1,4,49,22,2
1,-11,44,57,1
5,16,53,22,2
51,16,-6,47,1
32,24,33,33,1
32,28,22,55,2
8,1,3,68,1
-11,-3,10,48,2
15,-15,0,48,2
1,1,49,52,2
1,8,39,33,1
8,16,36,74,2
8,1,3,68,1
29,-11,42,58,1
20,-58,32,29,1
17,-62,46,1,1
31,-38,26,13,2
-15,-65,42,40,2
-32,-73,14,29,1
-22,-65,32,58,2
-40,-19,45,57,1
-4,-11,41,53,1
5,-3,49,17,2
-38,-11,42,79,1
-45,-11,38,29,2
30,-3,52,58,1
28,-7,38,58,1
-27,-3,60,57,1
-20,4,49,57,1
-24,-7,47,79,1
36,1,56,58,1
54,4,46,79,1
29,-7,44,58,1
-45,-3,38,50,2
-29,15,6,93,2
41,27,20,47,1
-37,-53,-18,67,2
33,-47,-18,65,1
39,-69,-10,90,2
23,-89,4,90,2
47,-55,-28,65,1
-5,-5,58,4,2
43,-11,34,67,1
37,-65,-8,65,1
25,-87,-2,90,2
13,-95,-10,90,2
-47,-69,-4,21,1
34,28,-14,85,1
-30,28,-10,2,2
-50,26,30,29,2
-30,64,10,59,2
0,22,44,59,1
-2,-54,8,85,2
-2,-84,-18,44,2
14,2,6,48,2
32,26,-18,51,2
-30,28,-10,83,1
-50,26,26,59,2
-28,60,18,59,2
-2,26,36,83,2
14,4,6,9,1
-48,22,28,59,2
2,22,42,59,1
-30,-84,26,29,1
10,-94,12,29,1
-4,-8,8,9,1
-42,26,-10,59,2
-40,38,24,59,2
-2,28,36,83,2
-50,-38,60,57,1
-4,-56,50,29,1
-2,-82,-14,44,2
-10,12,-4,83,1
-46,15,20,15,1
46,19,20,68,2
-43,4,39,24,2
47,6,35,14,2
-36,-40,44,38,1
36,-40,42,72,2
-39,23,0,15,2
33,22,-1,7,1
-48,-63,10,28,1
41,-70,2,98,1
37,19,18,68,2
37,19,18,26,1
16,-83,28,37,2
-13,-70,-5,37,2
-38,-56,-6,10,2
31,-69,-10,6,2
13,-84,15,37,2
-43,24,8,15,2
48,16,20,86,1
53,-38,17,60,2
48,9,38,26,1
-48,-34,27,88,2
55,-29,26,60,2
-26,16,-10,26,2
39,23,-10,26,1
-46,-69,8,24,1
46,-65,8,98,1
-30,-77,-4,24,1
34,-70,-8,98,1
-13,-79,36,37,2
18,-80,32,37,2
-11,-69,-3,37,2
19,-72,-2,61,1
-32,-64,-5,37,2
32,-75,-3,98,1
-12,-86,20,37,2
10,-79,29,37,2
-6,-72,8,24,1
7,-76,14,37,2
-46,-60,2,43,1
38,-64,0,90,2
-44,-68,6,43,1
48,-56,-6,90,2
-52,-58,-4,53,2
34,-66,-2,90,2
-46,-68,4,72,1
40,-68,8,90,2
-42,-72,6,72,1
40,-72,6,90,2
-46,-54,-6,72,1
34,-68,-6,90,2
-48,-70,8,43,1
34,-66,-2,6,2
-40,-66,8,43,1
36,-64,2,90,2
-46,-18,20,42,2
-54,-18,48,27,2
54,-24,24,86,1
54,-32,26,58,1
48,-28,36,80,1
-40,-6,24,53,2
24,-48,-24,96,2
20,-44,48,29,1
-26,-48,44,58,2
20,-44,46,29,1
-28,-46,40,58,2
60,-36,22,60,2
12,-62,-10,90,2
1,7,48,4,2
-3,24,31,13,2
-25,-9,48,79,1
25,-7,48,97,1
-44,1,28,9,2
44,1,33,19,2
-37,28,30,59,2
43,34,27,55,2
-31,20,8,78,2
32,20,9,5,1
-22,-61,43,29,1
18,-67,45,21,1
-38,-43,39,4,2
38,-37,36,81,2
-43,-60,-11,43,1
50,-52,-12,90,2
-32,-79,9,43,1
29,-82,8,21,1
-3,-87,-3,90,2
-51,24,6,59,2
-45,42,-18,59,2
-36,57,-3,59,2
-39,18,48,59,2
-45,30,27,59,2
-48,15,24,59,2
-39,24,30,59,2
-6,45,24,78,2
